Servicentro,Region,Provincia,Comuna,Dirección,Coordenadas,Tipo de Atención,Gasolina 93 $/L,Petróleo Diesel $/L,Gasolina 95 $/L,GLP Vehicular $/m3,GNC $/m3,Gasolina 97 $/L,Kerosene $/L,Úlima Actualización
ARAMCO,Biobío,Concepción,Santa Juana,Av. Lautaro 1100,37º0'0""S 72º0'0""W,Asistido,1260,992,1285,0,0,1308,1051,9 oct. 2025
COPEC,Biobío,Concepción,Santa Juana,"Lautaro , Acceso Santa Juana 1262",37º0'0""S 72º0'0""W,Asistido,1260,992,1285,0,0,1308,1069,9 oct. 2025
COPEC,Biobío,Concepción,Talcahuano,VALDIVIA 60,36º0'0""S 73º0'0""W,Asistido,1236,978,1263,0,0,1293,1021,10 oct. 2025
COPEC,Biobío,Concepción,Talcahuano,PEREZ GACITUA 190,36º0'0""S 73º0'0""W,Asistido,1237,980,1265,0,0,1291,1044,9 oct. 2025
COPEC,Biobío,Concepción,Talcahuano,GRAN BRETANA 5475,36º0'0""S 73º0'0""W,Asistido,1260,999,1283,0,0,1305,1025,9 oct. 2025
COPEC,Biobío,Concepción,Talcahuano,Autopista Concepción Talcahuano 7001,36º0'0""S 73º0'0""W,Asistido,1260,999,1284,0,0,1308,1054,9 oct. 2025
PETROBRAS,Biobío,Concepción,Talcahuano,Av. Las Golondrinas 1895,36º0'0""S 73º0'0""W,Asistido,1260,999,1283,0,0,1305,1043,9 oct. 2025
ARAMCO,Biobío,Concepción,Talcahuano,Av. Blanco Encalada 702,36º0'0""S 73º0'0""W,Asistido,1237,980,1265,0,0,1291,1026,9 oct. 2025
SHELL,Biobío,Concepción,Talcahuano,Colon 3300,36º0'0""S 73º0'0""W,Asistido,1237,980,1265,0,0,1296,1039,9 oct. 2025
SHELL,Biobío,Concepción,Talcahuano,Avda. Las Golondrinas 1204,36º0'0""S 73º0'0""W,Asistido,1260,1000,1283,0,0,1310,1043,9 oct. 2025
SOCORRO,Biobío,Concepción,Talcahuano,Bilbao 404,36º0'0""S 73º0'0""W,Asistido,1236,978,1263,0,0,0,1039,9 oct. 2025
COPEC,Biobío,Concepción,Tomé,AV. LATORRE 750,36º0'0""S 72º0'0""W,Asistido,1260,991,1282,0,0,1300,1019,9 oct. 2025
COPEC,Biobío,Concepción,Tomé,Daniel Vera 1322 1322,36º0'0""S 72º0'0""W,Asistido,1260,991,1282,0,0,1300,1037,9 oct. 2025
ARAMCO,Biobío,Concepción,Tomé,Serrano 855,36º0'0""S 72º0'0""W,Asistido,1260,991,1282,0,0,1300,1019,9 oct. 2025
SHELL,Biobío,Concepción,Tomé,Mariano Egaña 986,36º0'0""S 72º0'0""W,Asistido,1260,991,1282,0,0,1305,1033,9 oct. 2025
COPEC,Biobío,Concepción,Hualpén,COLON 7601,36º0'0""S 73º0'0""W,Asistido,1247,996,1279,0,0,1306,1008,8 oct. 2025
COPEC,Biobío,Concepción,Hualpén,Autopista Concepción - Talcahuano 8360,36º0'0""S 73º0'0""W,Asistido,1259,998,1283,0,0,1306,1054,9 oct. 2025
SHELL,Biobío,Concepción,Hualpén,AVDA CRISTOBAL COLON 8955,36º0'0""S 73º0'0""W,Asistido,1247,996,1279,0,0,1306,1032,9 oct. 2025
COPEC,Biobío,Arauco,Lebu,"ANDRES BELLO, ESQ. J. A. RIOS 0",37º0'0""S 73º0'0""W,Asistido,1266,1004,1293,0,0,1321,1068,9 oct. 2025
COPEC,Biobío,Arauco,Arauco,CONDELL ESQ. KORNER 0,37º0'0""S 73º0'0""W,Asistido,1266,994,1289,0,0,1313,1038,9 oct. 2025
REDSUR,Biobío,Arauco,Arauco,Camino Arauco Carampangue 755,37º0'0""S 73º0'0""W,Asistido,1266,994,1289,0,0,1313,1056,9 oct. 2025
SHELL,Biobío,Arauco,Arauco,Ruta p20 lote 3 153,37º0'0""S 73º0'0""W,Asistido,1266,994,1289,0,0,1313,1056,9 oct. 2025
COPEC,Biobío,Arauco,Cañete,AV. PRESIDENTE FREI 1063,37º0'0""S 73º0'0""W,Asistido,1272,1012,1297,0,0,1319,1069,9 oct. 2025
SHELL,Biobío,Arauco,Cañete, Saavedra /Covadonga 591,37º0'0""S 73º0'0""W,Asistido,1272,1012,1297,0,0,1319,1103,9 oct. 2025
SHELL,Biobío,Arauco,Curanilahue,O'Higgins 905,37º0'0""S 73º0'0""W,Asistido,1269,1010,1293,0,0,1318,1220,10 oct. 2025
COPEC,Biobío,Arauco,Los Álamos,AV. DIEGO PORTALES 1855,37º0'0""S 73º0'0""W,Asistido,1272,1012,1297,0,0,1318,1044,9 oct. 2025
COPEC,Biobío,Biobío,Los Ángeles,AV. GABRIELA MISTRAL 1625,37º0'0""S 72º0'0""W,Asistido,1239,991,1263,0,0,1284,1025,9 oct. 2025
COPEC,Biobío,Biobío,Los Ángeles,VALDIVIA 100,37º0'0""S 72º0'0""W,Asistido,1230,978,1253,0,0,1279,1039,9 oct. 2025
COPEC,Biobío,Biobío,Los Ángeles,AV. VICUÑA MACKENNA 1241,37º0'0""S 72º0'0""W,Asistido,1236,984,1259,0,0,1285,1025,9 oct. 2025
SIN BANDERA,Biobío,Biobío,Los Ángeles,VILLAGRAN 766,37º0'0""S 72º0'0""W,Asistido,1234,987,1259,0,0,1273,1043,9 oct. 2025
COPEC,Biobío,Biobío,Los Ángeles,AV. ERCILLA 795,37º0'0""S 72º0'0""W,Asistido,1234,987,1259,0,0,1273,1038,9 oct. 2025
COPEC,Biobío,Biobío,Los Ángeles,ALMAGRO 1198,37º0'0""S 72º0'0""W,Asistido,1234,987,1259,0,0,1273,1040,9 oct. 2025
COPEC,Biobío,Biobío,Los Ángeles,Avda. Alemania 1065,37º0'0""S 72º0'0""W,Asistido,1239,991,1263,0,0,1279,1040,9 oct. 2025
HN,Biobío,Biobío,Los Ángeles,Diego de Almagro 1806,37º0'0""S 72º0'0""W,Asistido,1242,986,1258,0,0,0,1003,20 oct. 2025
ARAMCO,Biobío,Biobío,Los Ángeles,OHiggins 100,37º0'0""S 72º0'0""W,Asistido,1236,984,1259,0,0,1284,1039,9 oct. 2025
SHELL,Biobío,Biobío,Los Ángeles,Ricardo Vicuña /Blanco Encalada 790,37º0'0""S 72º0'0""W,Asistido,1236,984,1259,0,0,1284,1039,9 oct. 2025
SHELL,Biobío,Biobío,Los Ángeles,Sor Vicenta 2010,37º0'0""S 72º0'0""W,Asistido,1237,989,1261,0,0,1277,1039,9 oct. 2025
SHELL,Biobío,Biobío,Los Ángeles,Avda. Alemania 470,37º0'0""S 72º0'0""W,Asistido,1239,991,1263,0,0,1284,1040,9 oct. 2025
ARAMCO,Biobío,Biobío,Los Ángeles,Av. Gabriela Mistral 1255,37º0'0""S 72º0'0""W,Asistido,1247,945,1273,0,0,1295,971,22 may. 2025
COPEC,Biobío,Biobío,Los Ángeles,Vicuña Mackenna 130,37º0'0""S 72º0'0""W,Asistido,1227,984,1250,0,0,1276,1040,22 oct. 2025
COPEC,Biobío,Biobío,Cabrero,SALIDA CAMINO CABRERO A CONCEPCION 0,37º0'0""S 72º0'0""W,Asistido,1258,975,1279,0,0,1316,1061,12 oct. 2025
COPEC,Biobío,Biobío,Laja,AV. LOS RIOS 745,37º0'0""S 72º0'0""W,Asistido,1263,1007,1281,0,0,1304,1068,9 oct. 2025
COPEC,Biobío,Biobío,Mulchén,LASTARRIA 11,37º0'0""S 72º0'0""W,Asistido,1268,1010,1288,0,0,1309,1046,9 oct. 2025
COPEC,Biobío,Biobío,Nacimiento,"LOS CARRERA, ESQ. LAUTARO 61",37º0'0""S 72º0'0""W,Asistido,1274,1012,1293,0,0,1305,1068,9 oct. 2025
COPEC,Biobío,Biobío,Santa Bárbara,PRAT 942,37º0'0""S 72º0'0""W,Asistido,1267,1008,1287,0,0,1306,1067,9 oct. 2025
SHELL,Biobío,Biobío,Santa Bárbara,"Arturo Prat s/n, km 0,5 Camino a Los Angeles 0",37º0'0""S 72º0'0""W,Asistido,1267,1008,1287,0,0,1306,1087,9 oct. 2025
COPEC,Biobío,Biobío,Yumbel,"CRUZ, ESQ. LAS HERAS 0",37º0'0""S 72º0'0""W,Asistido,1261,992,1278,0,0,1310,1055,13 oct. 2025
COPEC,La Araucanía,Cautín,Temuco,RUDECINDO ORTEGA 02011,38º0'0""S 72º0'0""W,Asistido,1280,1023,1303,0,0,1324,1077,9 oct. 2025
COPEC,La Araucanía,Cautín,Temuco,"GRAL. MACKENNA, ESQ. VARAS 712",38º0'0""S 72º0'0""W,Asistido,1280,1023,1303,0,0,1324,1077,9 oct. 2025
COPEC,La Araucanía,Cautín,Temuco,Rudecindo Ortega 1471,38º0'0""S 72º0'0""W,Asistido,1280,1023,1304,0,0,1324,1055,10 oct. 2025
COPEC,La Araucanía,Cautín,Temuco,Avda. Caupolicán 0451,38º0'0""S 72º0'0""W,Asistido,128,1023,1303,0,0,1324,1096,9 oct. 2025
COPEC,La Araucanía,Cautín,Temuco,Avda. BALMACEDA 1629,38º0'0""S 72º0'0""W,Asistido,1274,1014,1298,0,0,1323,1077,11 oct. 2025
COPEC,La Araucanía,Cautín,Temuco,"AV. SAN MARTIN, ESQ. URUGUAY 0884",38º0'0""S 72º0'0""W,Asistido,1282,1024,1304,0,0,1324,1077,9 oct. 2025
COPEC,La Araucanía,Cautín,Temuco,General Mackenna 725,38º0'0""S 72º0'0""W,Asistido,1280,1023,1303,0,0,1324,1077,9 oct. 2025
COPEC,La Araucanía,Cautín,Temuco,Av. Alemania 083,38º0'0""S 72º0'0""W,Asistido,1279,1023,1303,0,0,1326,1077,9 oct. 2025
COPEC,La Araucanía,Cautín,Temuco,RUTA S-30  KM 6.2 0,38º0'0""S 72º0'0""W,Asistido,1280,1023,1303,0,0,1324,1077,9 oct. 2025
HN,La Araucanía,Cautín,Temuco,AVENIDA PEDRO DE VALDIVIA 2610,38º0'0""S 72º0'0""W,Asistido,1266,1021,1289,0,0,0,1045,10 oct. 2025
ARAMCO,La Araucanía,Cautín,Temuco,Av. Pablo Neruda esq. Inés de Suarez 0221,38º0'0""S 72º0'0""W,Asistido,1282,1024,1304,0,0,1326,1077,9 oct. 2025
ARAMCO,La Araucanía,Cautín,Temuco,Av. Caupolicán 1041,38º0'0""S 72º0'0""W,Asistido,1280,1023,1304,0,0,1324,1073,9 oct. 2025
ARAMCO,La Araucanía,Cautín,Temuco,Av. Alemania (AUTOSERVICIO) 01591,38º0'0""S 72º0'0""W,Asistido,1285,1011,1308,0,0,1335,1098,23 jul. 2025
ARAMCO,La Araucanía,Cautín,Temuco,Av. Francisco Salazar ( AUTOSERVICIO) 01540,38º0'0""S 72º0'0""W,Asistido,1280,1023,1303,0,0,1324,1058,9 oct. 2025
ARAMCO,La Araucanía,Cautín,Temuco,Barros Arana 52,38º0'0""S 72º0'0""W,Autoservicio,1284,1118,1297,0,0,1315,1024,7 ago. 2025
ARAMCO,La Araucanía,Cautín,Temuco,Rudecindo Ortega 01139,38º0'0""S 72º0'0""W,Asistido,1280,1024,1303,0,0,1325,1077,9 oct. 2025
SHELL,La Araucanía,Cautín,Temuco,Avda. pablo neruda 02030,38º0'0""S 72º0'0""W,Asistido,1282,1024,1304,0,0,1326,1077,9 oct. 2025
SHELL,La Araucanía,Cautín,Temuco,Avda. Alemania 0851,38º0'0""S 72º0'0""W,Asistido,1279,1023,1303,0,0,1327,1077,16 oct. 2025
SHELL,La Araucanía,Cautín,Temuco,Bulnes 195,38º0'0""S 72º0'0""W,Asistido,1280,1019,1301,0,0,1328,1076,9 oct. 2025
SHELL,La Araucanía,Cautín,Temuco,Recabarren 02530,38º0'0""S 72º0'0""W,Asistido,1280,1023,1303,0,0,1325,1076,9 oct. 2025
SHELL,La Araucanía,Cautín,Temuco,Ruta S30 N°04515 (Ruta Labranza),38º0'0""S 72º0'0""W,Asistido,1280,1023,1303,0,0,1324,1077,9 oct. 2025
SHELL,La Araucanía,Cautín,Temuco,Caupolicán 015,38º0'0""S 72º0'0""W,Asistido,1280,1023,1303,0,0,1324,1076,9 oct. 2025
SHELL,La Araucanía,Cautín,Temuco,Nahuelbuta 01475,38º0'0""S 72º0'0""W,Asistido,1280,1023,1305,0,0,1325,1073,9 oct. 2025
SHELL,La Araucanía,Cautín,Temuco,Pedro de Valdivia 2020,38º0'0""S 72º0'0""W,Asistido,1270,1023,1293,0,0,1326,1060,9 oct. 2025
ARAMCO,La Araucanía,Cautín,Temuco,Avenida Pedro de Valdivia 0405,38º0'0""S 72º0'0""W,Asistido,1279,1023,1303,0,0,1326,1077,9 oct. 2025
GULF,La Araucanía,Cautín,Temuco,Basilio Urrutia 312,38º0'0""S 72º0'0""W,Asistido,1276,1025,1300,0,0,0,1102,15 oct. 2025
PETROBRAS,La Araucanía,Cautín,Temuco,Caupolicán 96,38º0'0""S 72º0'0""W,Asistido,1280,1023,1303,0,0,1324,1058,10 oct. 2025
SUAREZ COMBUSTIBLES,La Araucanía,Cautín,Carahue,TROVOLHUE 0,38º0'0""S 73º0'0""W,Asistido,1284,1031,1312,0,0,1339,1102,9 oct. 2025
ARAMCO,La Araucanía,Cautín,Carahue,Pedro de Valdivia 199,38º0'0""S 73º0'0""W,Asistido,1277,1030,1306,0,0,1332,1110,9 oct. 2025
COPEC,La Araucanía,Cautín,Cunco,AVENIDA SANTA MARIA 130,38º0'0""S 72º0'0""W,Asistido,1281,1024,1308,0,0,1334,1062,9 oct. 2025
COPEC,La Araucanía,Cautín,Gorbea,Ohiggins 290,39º0'0""S 72º0'0""W,Asistido,1279,1013,1298,0,0,1324,1074,9 oct. 2025
COPEC,La Araucanía,Cautín,Lautaro,O'HIGGINS 1174,38º0'0""S 72º0'0""W,Asistido,1283,1015,1304,0,0,1324,1059,9 oct. 2025
ARAMCO,La Araucanía,Cautín,Lautaro,O'higgins 1703,38º0'0""S 72º0'0""W,Asistido,1283,1016,1304,0,0,1324,1077,9 oct. 2025
COPEC,La Araucanía,Cautín,Loncoche,BALMACEDA 1121,39º0'0""S 72º0'0""W,Asistido,1332,1067,1350,0,0,1366,1082,8 oct. 2025
SHELL,La Araucanía,Cautín,Loncoche,Manuel Bulnes 293,39º0'0""S 72º0'0""W,Asistido,1332,1067,1350,0,0,0,1120,9 oct. 2025
COPEC,La Araucanía,Cautín,Nueva Imperial,O'HIGGINS 498,38º0'0""S 72º0'0""W,Asistido,1280,1021,1307,0,0,1334,1065,9 oct. 2025
SUAREZ COMBUSTIBLES,La Araucanía,Cautín,Nueva Imperial,JUVENCIO VALLE 989,38º0'0""S 72º0'0""W,Asistido,1280,1021,1307,0,0,1334,1083,9 oct. 2025
SUAREZ COMBUSTIBLES,La Araucanía,Cautín,Nueva Imperial,AV. ALMAGRO 2,38º0'0""S 72º0'0""W,Asistido,1284,1023,1310,0,0,1337,1086,9 oct. 2025
ARAMCO,La Araucanía,Cautín,Padre las Casas,Vilumilla 1511,38º0'0""S 72º0'0""W,Asistido,1276,1021,1303,0,0,1324,1077,9 oct. 2025
Sin Bandera,La Araucanía,Cautín,Padre las Casas,"Ruta S-51 Lote A-2, camino Huichahue 0",38º0'0""S 72º0'0""W,Asistido,1282,1023,1302,0,0,1324,1059,9 oct. 2025
SHELL,La Araucanía,Cautín,Padre las Casas,Villa Alegre 848,38º0'0""S 72º0'0""W,Asistido,1276,1021,1303,0,0,1324,1077,9 oct. 2025
COPEC,La Araucanía,Cautín,Padre las Casas,Huichahue 65,38º0'0""S 72º0'0""W,Asistido,1276,1021,1303,0,0,1324,1077,9 oct. 2025
COPEC,La Araucanía,Cautín,Pitrufquén,O'HIGGINS ESQ. BALMACEDA 680,38º0'0""S 72º0'0""W,Asistido,1280,1022,1298,0,0,1316,1052,9 oct. 2025
COPEC,La Araucanía,Cautín,Pucón,"FRESIA, BRASIL 547",39º0'0""S 71º0'0""W,Asistido,1289,1031,1309,0,0,1328,1070,20 oct. 2025
COPEC,La Araucanía,Cautín,Pucón,Camino Internacional 2215,39º0'0""S 71º0'0""W,Asistido,1289,1031,1311,0,0,1333,1088,9 oct. 2025
ARAMCO,La Araucanía,Cautín,Pucón,CAMINO INTERNACIONAL 2175,39º0'0""S 71º0'0""W,Asistido,1289,1031,1311,0,0,1333,1070,9 oct. 2025
SUAREZ COMBUSTIBLES,La Araucanía,Cautín,Saavedra,PUERTO SAAVEDRA 0,38º0'0""S 73º0'0""W,Asistido,1290,1030,1317,0,0,1343,1102,9 oct. 2025
SUAREZ COMBUSTIBLES,La Araucanía,Cautín,Teodoro Schmidt,GERMAN WINKLER	 55,38º0'0""S 73º0'0""W,Asistido,1292,1030,1319,0,0,1340,1094,9 oct. 2025
SUAREZ COMBUSTIBLES,La Araucanía,Cautín,Toltén,"Ruta S-70, Pitrufquén-Queule, km. 71",39º0'0""S 73º0'0""W,Asistido,1290,1028,1315,0,0,1343,1094,9 oct. 2025
SERVICENTRO LEAL,La Araucanía,Cautín,Toltén,ELVIRA LEAL 45,39º0'0""S 73º0'0""W,Asistido,1290,1030,1315,0,0,0,1114,9 oct. 2025
COPEC,Tarapacá,Iquique,Alto Hospicio,"ALTO HOSPICIO, RUTA A 16 KM. 37",20º0'0""S 70º0'0""W,Asistido,1305,1034,1328,0,0,1351,1218,8 oct. 2025
COPEC,Tarapacá,Iquique,Alto Hospicio,Teniente Merino Correa 3945,20º0'0""S 70º0'0""W,Asistido,1305,1034,1328,0,0,1350,1199,9 oct. 2025
COPEC,Antofagasta,Antofagasta,Antofagasta,AV. ANTONIO RENDIC 3855,23º0'0""S 70º0'0""W,Asistido,1320,1057,1344,0,0,1367,1183,9 oct. 2025
COPEC,Antofagasta,Antofagasta,Antofagasta,SAN MARTIN ESQ. URIBE 0,23º0'0""S 70º0'0""W,Asistido,1323,1061,1347,0,0,1371,1183,9 oct. 2025
COPEC,Antofagasta,Antofagasta,Antofagasta,AV. ARGENTINA 1103,23º0'0""S 70º0'0""W,Asistido,1323,1061,1347,0,0,1366,1183,8 oct. 2025
COPEC,Antofagasta,Antofagasta,Taltal,FRANCISCO BILBAO 101,25º0'0""S 70º0'0""W,Asistido,1316,1060,1340,0,0,1362,1147,9 oct. 2025
COPEC,Antofagasta,El Loa,Calama,GRANADEROS 3524,22º0'0""S 68º0'0""W,Asistido,1332,1075,1352,0,0,1371,1183,10 oct. 2025
COPEC,Antofagasta,El Loa,Calama,ABAROA 1413,22º0'0""S 68º0'0""W,Asistido,1331,1075,1352,0,0,1371,1201,9 oct. 2025
COPEC,Antofagasta,El Loa,Calama,AV. BALMACEDA 3012,22º0'0""S 68º0'0""W,Asistido,1332,1075,1352,0,0,1371,1167,9 oct. 2025
COPEC,Antofagasta,El Loa,San Pedro de Atacama,RUTA 27 INTERSECCION  B241 0,22º0'0""S 68º0'0""W,Asistido,1334,1076,1354,0,0,1373,1200,9 oct. 2025
COPEC,Antofagasta,Tocopilla,Tocopilla,AV. 11 DE SEPTIEMBRE 000,22º0'0""S 70º0'0""W,Asistido,1321,1062,1345,0,0,1369,1220,9 oct. 2025
COPEC,Atacama,Copiapó,Copiapó,AV. COPAYAPU 2024,27º0'0""S 70º0'0""W,Asistido,1304,1053,1330,0,0,1356,1097,9 oct. 2025
COPEC,Atacama,Copiapó,Copiapó,Copayapu 4656,27º0'0""S 70º0'0""W,Asistido,1304,1051,1331,0,0,1355,1099,9 oct. 2025
ARAMCO,Atacama,Copiapó,Copiapó,Panamericana Norte  s/n 00,27º0'0""S 70º0'0""W,Asistido,1306,1055,1332,0,0,1358,1079,9 oct. 2025
COPEC,Atacama,Chañaral,Diego de Almagro,MANUEL ANTONIO MATTA 400,26º0'0""S 70º0'0""W,Asistido,1305,1057,1333,0,0,1359,1162,9 oct. 2025
COPEC,Atacama,Chañaral,Diego de Almagro,AV. EL TOFO 043,26º0'0""S 70º0'0""W,Asistido,1305,1057,1333,0,0,1356,1155,9 oct. 2025
COPEC,Atacama,Huasco,Vallenar,BRASIL 1001,28º0'0""S 70º0'0""W,Asistido,1312,1056,1337,0,0,1362,1075,10 oct. 2025
COPEC,Atacama,Huasco,Vallenar,MARAÑON 1280,28º0'0""S 70º0'0""W,Asistido,1319,1062,1344,0,0,1369,1086,9 oct. 2025
COPEC,Coquimbo,Elqui,La Serena,AV. COLO COLO 4486,29º0'0""S 71º0'0""W,Asistido,1304,1055,1333,0,0,1362,1085,9 oct. 2025
COPEC,Coquimbo,Elqui,La Serena,COLO COLO s/n La Antena 00,29º0'0""S 71º0'0""W,Asistido,1304,1055,1333,0,0,1362,1085,9 oct. 2025
COPEC,Coquimbo,Elqui,La Serena,Avda Jose Manuel Balmaceda 4895,29º0'0""S 71º0'0""W,Asistido,1298,1039,1327,0,0,1353,1067,9 oct. 2025
COPEC,Coquimbo,Elqui,La Serena,G. GONZALEZ VIDELA 1965,29º0'0""S 71º0'0""W,Asistido,1297,1050,1331,0,0,1359,1085,9 oct. 2025
COPEC,Coquimbo,Elqui,La Serena,Av. El Islon 2561,29º0'0""S 71º0'0""W,Asistido,1303,1051,1332,0,0,1361,1067,9 oct. 2025
COPEC,Coquimbo,Elqui,La Serena,4 esquinas 1550,29º0'0""S 71º0'0""W,Asistido,1302,1050,1331,0,0,1359,1085,9 oct. 2025
COPEC,Coquimbo,Elqui,La Serena,"Parcela 20 Vega Sur, caletera ruta 5 norte km 46 0",29º0'0""S 71º0'0""W,Asistido,1304,1056,1333,0,0,1362,1085,8 oct. 2025
COPEC,Coquimbo,Elqui,La Serena,Av Colo Colo 5300,29º0'0""S 71º0'0""W,Asistido,1304,1055,1333,0,0,1362,1085,9 oct. 2025
ARAMCO,Coquimbo,Elqui,La Serena,Balmaceda 1665,29º0'0""S 71º0'0""W,Autoservicio,1296,1039,1325,0,0,1351,1085,9 oct. 2025
ARAMCO,Coquimbo,Elqui,La Serena,Avda. Cuatro Esquinas 1580,29º0'0""S 71º0'0""W,Asistido,1302,1050,1331,0,0,1359,1085,9 oct. 2025
SHELL,Coquimbo,Elqui,La Serena,Avda. Islon/Nicaragua 564689,29º0'0""S 71º0'0""W,Asistido,1303,1051,1332,0,0,1361,1085,9 oct. 2025
COPEC,Coquimbo,Elqui,Coquimbo,"BAQUEDANO, MERINO JARPA 00",29º0'0""S 71º0'0""W,Asistido,1291,1041,1320,0,0,1349,1085,17 oct. 2025
COPEC,Coquimbo,Elqui,Coquimbo,LOS COPIHUES 650,29º0'0""S 71º0'0""W,Asistido,1304,1055,1333,0,0,1362,1085,9 oct. 2025
COPEC,Coquimbo,Elqui,Coquimbo,AVDA LA CANTERA 1935,29º0'0""S 71º0'0""W,Asistido,1294,1039,1323,0,0,1353,1067,9 oct. 2025
